newsId,title,summary,link
6119620,台股暴跌728點 慣性改變 波段起跌開始？,,https://m.cnyes.com/news/id/6119620
6119609,美股重點新聞摘要2025年8月21日,美股重點新聞摘要 2025 年 8 月 21 日,https://m.cnyes.com/news/id/6119609
6108482,【Joe’s華爾街脈動】股市強勢遇新挑戰，政策逆風來襲,,https://m.cnyes.com/news/id/6108482
6119602,高盛：Skechers、特斯拉、DoorDash成避險基金新寵,高盛公布最新對沖基金「VIP 股票清單」 Skechers、特斯拉、DoorDash 躍居新寵。,https://m.cnyes.com/news/id/6119602
6119618,AI概念股Palantir慘烈一周 空軍爽賺數十億美元,《彭博》報導，AI 概念股 Palantir (PLTR-US) 近一週遭遇重挫，股價連續六個交易日下跌，市值蒸發約 730 億美元，為今年來一度在這檔熱門科技股上遭受重創的空頭帶來難得的喘息機會。,https://m.cnyes.com/news/id/6119618
6119551,全球第五家市值逾1000億美元獨角獸公司即將誕生！市場急問：何時IPO？,AI 數據分析平台 Databricks 周二 (20 日) 宣布已簽署 K 輪融資條款，預計將在現有投資者的支持下完成這一輪融資，公司估值已超過 1000 億美元，使其躋身全球未上市初創「獨角獸」的特定「俱樂部」。,https://m.cnyes.com/news/id/6119551
6119613,特斯拉投資人應關注的三大嚴重問題,對特斯拉 (Tesla)(TSLA-US) 的投資人來說，2025 年的道路並不平坦。這家電動汽車製造商正感受到來自各方面的壓力：媒體、消費者、分析師，應有盡有。,https://m.cnyes.com/news/id/6119613
6119605,KeyBanc：中國不確定性升高 輝達財測恐低於市場預期,KeyBanc Capital Markets 在最新報告中警告，雖然輝達下週公布的財報仍將強勁，但由於中國市場的不確定性，公司對財測可能低於華爾街共識預期。,https://m.cnyes.com/news/id/6119605
6119552,這兩國是幕後黑手！中概股爆7檔「殺豬盤」 社媒成幫兇,英國《金融時報》報導指出，七家在納斯達克上市的小型中概股在 7 月經歷了劇烈的股價波動，給投資者造成了數十億美元的損失。這些股票在社群媒體上受到大力宣傳後不久便出現暴跌，明顯呈現出「殺豬盤」的特徵，甚至引起 FBI 的關注。,https://m.cnyes.com/news/id/6119552
6119614,昔日晶片霸主 落後台積電兩代 英特爾如何陷入20年衰退,英特爾 (Intel)(INTC-US) 這幾天占據新聞版面，從執行長曾被川普要求下台，到美國政府有意入股，股價大起大落，回首 20 年前，這家公司曾是全球最大、最先進的電腦晶片製造商，又是如何失去優勢、陷入衰退？,https://m.cnyes.com/news/id/6119614
6119550,〈貴金屬盤後〉美元走弱 黃金走強 市場聚焦傑克森霍爾會議,隨著美元走弱，黃金期貨價格周三 (20 日) 上漲，市場參與者正為即將舉行的傑克遜霍爾會議做準備。,https://m.cnyes.com/news/id/6119550
6119615,三方會談破局？俄方澄清：近期沒有普丁與澤倫斯基會談計畫,在美國總統川普政府近日積極釋放訊息，暗示俄羅斯總統普丁與烏克蘭總統澤倫斯基可能即將會面的背景下，克里姆林宮週四 (21 日) 公開澄清，目前並無任何三方會談 (美俄烏元首會談) 的具體計畫，並強調若要見面，必須先完成充分的前,https://m.cnyes.com/news/id/6119615
6119494,【袁志峰專欄】港交所(388)業績勝預期,"今日推介 - 中石化 (386, $4.41), 目標價 $4.85, 止損價 $4.20",https://m.cnyes.com/news/id/6119494
6119610,川普：美國不會批准太陽能或風力發電項目,據《CNBC》報導，美國總統川普周三 (20 日) 表示，其政府將不會批准太陽能或風力發電項目，即便在美國部分地區，電力需求正超過供應。,https://m.cnyes.com/news/id/6119610
6119616,Fed理事庫克拒絕辭職 駁斥川普房貸詐欺指控,美國聯邦準備理事會 (Fed) 理事庫克 (Lisa Cook) 週三 (20 日) 表示，針對川普政府官員對其房貸詐欺的指控，她「沒有被迫辭職的打算」。,https://m.cnyes.com/news/id/6119616
6119608,〈紐約匯市〉美元下跌 川普要求Fed理事庫克辭職,美元周三 (20 日) 走弱，因美國總統川普要求聯準會 (Fed) 理事庫克 (Lisa Cook) 辭職。但隨後美元跌幅收斂，因聯準會 (Fed) 最新會議紀要顯示，7 月僅有兩位決策官員支持降息。,https://m.cnyes.com/news/id/6119608
6119607,輝達股價再度受挫 背後原因是什麼？,AI 巨頭輝達 (NVDA-US) 週三 (20 日) 再度下滑，收盤報 175.40 美元，跌幅 0.14%，延續週二大跌 3.5% 的跌勢。,https://m.cnyes.com/news/id/6119607
6119606,〈美股盤後〉Fed記錄顯示降息分歧加劇 科技股續失血 標普連四黑,投資人消化零售業績報告與聯準會會議紀要，隨著對人工智慧 (AI) 泡沫的擔憂升溫，資金持續自科技板塊撤出。市場在輝達財報公布前保持觀望，標普 500 指數週三 (20 日) 收低，連續第四個交易日下跌。,https://m.cnyes.com/news/id/6119606
6119549,〈能源盤後〉美庫存意外大降 原油漲逾1% 市場持續關注俄烏和平進程,由於美國上周原油庫存降幅大於預期，原油期貨價格周三 (20 日) 上漲約 2%，同時投資者等待為了停止在烏克蘭的戰爭而進行的美俄談判之後續進展，而美國對俄羅斯原油的制裁目前仍在實施中。,https://m.cnyes.com/news/id/6119549
6119517,重建平價形象 美國麥當勞將推5美元早餐、8款套餐降價15%救客流,據《華爾街日報》周三 (20 日) 報導，麥當勞 (MCD-US) 與美國加盟商經過數周討論後達成共識，計劃將 8 款熱門套餐價格調降至比單點總價低 15%，並推出 5 美元早餐和 8 美元套餐優惠。,https://m.cnyes.com/news/id/6119517
6119593,Google搶在蘋果前發聲 Pixel 10系列主攻AI助理市場,根據《CNBC》周三 (20 日) 報導，Google 周三發表最新 Pixel 10 系列智慧手機，主打 Gemini AI 助理功能，隨著 AI 成為各大手機品牌廠競爭主戰場，Google 搶在蘋果 9 月發表新 iPhone 前推出新機，基本款,https://m.cnyes.com/news/id/6119593
6119600,OpenAI：未來不排除學亞馬遜當雲端「包租公」,根據《彭博》周三 (20 日) 報導，OpenAI 考慮將自家資料中心和基礎設施出租給其他企業，藉此創造新營收來源，以補貼 ChatGPT 龐大的開發成本。財務長 Sarah Friar 表示，雖然目前專注自身需求，但確實在考慮這個商業,https://m.cnyes.com/news/id/6119600
6119599,Fed會議紀要：官員憂就業、通膨雙重威脅 分歧30年來最嚴重,美國聯準會（Fed）周三（20 日）公布 7 月 29-30 日貨幣政策會議紀要顯示，儘管經濟成長在上半年放緩，但委員會決定維持聯邦基金利率在 4.25% 至 4.5% 區間不變。,https://m.cnyes.com/news/id/6119599
6119492,〈財報〉工業需求撐腰！亞德諾半導體Q3業績超預期 Q4展望再放利多,"美國晶片大廠亞德諾半導體 (Analog Devices, ADI) 周三 (20 日) 美股盤前公布 2025 會計年度第三季 (截至 8/2) 財報，該季營收與獲利均優於市場預期，並釋出樂觀的第四季展望，帶動股價盤前上漲約 4%。截稿前，",https://m.cnyes.com/news/id/6119492
6119595,索尼調漲美國PS5售價 因應川普關稅壓力,《路透》周三 (20 日) 報導，日本科技巨擘索尼 (Sony) 宣布，旗下三款 PlayStation 5 主機將自本周四 (21 日) 起在美國市場全面調漲價格，平均漲幅約為 50 美元。最高階的 PS5 Pro 版本價格將達到 749.99 美元,https://m.cnyes.com/news/id/6119595
6119537,當心「AI妄想症」！微軟AI主管：民眾恐把AI當真人、主張AI公民權,據《商業內幕》周三 (20 日) 報導，微軟 (MSFT-US)AI 執行長蘇萊曼警告，未來 2 到 3 年內可能出現「看似有意識的 AI」，這類 AI 系統將具備同理心等特徵，可能導致民眾對其產生依戀，進而主張 AI 權利。,https://m.cnyes.com/news/id/6119537
6119592,英特爾轉型資金吃緊 擬再與大戶談折價融資,《CNBC》周三 (20 日) 援引知情人士消息報導，晶片大廠英特爾 (INTC-US) 正與其他大型投資人洽談，以折價換取股權注資。這一舉動被視為延續日前軟銀 (SoftBank) 投資 20 億美元的後續動作，反映出英特爾在轉型過程中,https://m.cnyes.com/news/id/6119592
6119589,微軟出手了！中國企業失去資安漏洞「搶先看」,《彭博》周三 (20 日) 援引知情人士消息報導，微軟 (MSFT-US) 近日調整旗下「主動防護計畫」(MAPP)，縮減中國參與廠商對於資安漏洞的提前知情權。這項舉措是在調查一起涉及 SharePoint 伺服器大規模駭侵事件後做出,https://m.cnyes.com/news/id/6119589
6119580,OpenAI 7月營收破10億美元 財務長：算力需求「大到嚇人」,據《CNBC》周三 (20 日) 報導，OpenAI 財務長 Sarah Friar 表示，7 月首次達成單月營收 10 億美元，創下新高，年營收預計將達 127 億美元，但算力需求持續暴增。,https://m.cnyes.com/news/id/6119580
6119409,〈財報〉廣告疲軟拖累！百度Q2營收創3年來最大降幅 Q3挑戰仍大,中國搜尋引擎龍頭百度 (Baidu)(09888-HK) 周三 (20 日) 公布 2025 會計年度第二季 (截至 6/30) 財報，營收自 2022 年來出現最大降幅，主要受到中國經濟低迷、廣告投放緊縮的拖累，即便雲端服務與人工智慧 (AI),https://m.cnyes.com/news/id/6119409
6119516,美銀砸40億美元衝AI 新科技長：每月都有新應用上線,據《華爾街日報》周三 (20 日) 報導，美國銀行 (BAC-US) 新任首席科技暨資訊長 Hari Gopalkrishnan 表示示，將從 130 億美元科技預算中撥出 40 億美元開發 AI，未來幾個月將推出大量 AI 應用，包括員工專用工具,https://m.cnyes.com/news/id/6119516
6119571,萬泰科下半年估持平上半年 切入AI伺服器液冷測漏線,萬泰科下半年估持平上半年 切入 AI 伺服器液冷測漏線,https://m.cnyes.com/news/id/6119571
6119522,調查：哈塞特最可能接任Fed主席 但市場更青睞華許,《CNBC》周三 (20 日) 公布最新針對央行年會「傑克森霍爾 (Jackson Hole) 特別調查」顯示，美國總統川普最可能提名其核心經濟顧問哈塞特 (Kevin Hassett) 出任下一任聯準會 (Fed) 主席。不過，若從市場,https://m.cnyes.com/news/id/6119522
6119521,尖點在 Thailand Electronics Circuit Asia 2025 展示最新產品,尖點已在泰國設廠並啟動營運，公司在今 (20) 日起 參加在泰國曼谷國際貿易展覽中心舉辦的 「Thailand Electronics Circuit Asia 2025」，尖點並以 「深耕亞太，放眼全球」 為參展主題。,https://m.cnyes.com/news/id/6119521
6119500,Shein預備遷總部回中國為香港IPO鋪路 分析師：估值暴跌後被迫回到原點,據《CNBC》周三 (20 日) 報導，快時尚電商 Shein 考慮將總部從新加坡遷回中國，盼藉此獲得北京當局批准，推動在香港的 IPO 計畫。分析師認為，這是該公司在多次上市受阻後的最後手段。,https://m.cnyes.com/news/id/6119500
6119406,〈美股早盤〉主要指數漲跌互現 投資人觀望零售財報與Fed會議紀要,美股主要指數周三 (20 日) 開盤漲跌互現，投資人消化目標百貨 (Target)、勞氏(Lowe’s)(LOW-US) 等零售業者參差不齊的財報，並等待聯準會 (Fed) 稍晚公布會議紀要及本周在傑克森洞的央行年會。先前科技股的拋售,https://m.cnyes.com/news/id/6119406
6119535,聯準會主席候選人Zervos：鮑爾偏左、聯準會從未獨立,據《彭博》周三 (20 日) 報導，川普考慮的聯準會主席候選人 David Zervos 表示，聯準會 (Fed) 從未真正獨立，並批評現任主席鮑爾政治立場偏左。這位投行 Jefferies 首席市場策略師認為，聯準會一直受到政治壓力影響,https://m.cnyes.com/news/id/6119535
6119456,傳Fire平板將告別自研系統！亞馬遜規劃明年改採安卓系統,《路透》周三 (20 日) 援引知情人士消息報導，亞馬遜 (AMZN-US) 正醞釀對旗下 Fire 平板進行重大調整，計畫最早於明年推出首款搭載安卓 (Android) 作業系統的高階平板，告別十餘年來堅持的自家 Fire OS。這項代號,https://m.cnyes.com/news/id/6119456
6119495,美債約5個月增1兆！為何川普關稅也救不了？,美國聯邦政府債務總額近日衝破 37 兆美元大關，再度為失控的債務擴張敲響警鐘。儘管川普政府試圖透過提高關稅等手段控制債務，但至今仍看不到化解困局的跡象。,https://m.cnyes.com/news/id/6119495
6119489,傳中國考慮推人民幣穩定幣 國際化戰略迎重大轉折,《路透》周三 (20 日) 援引多名知情人士消息報導，中國正首次考慮允許人民幣支持的穩定幣 (Stablecoin) 在全球使用，以推動貨幣國際化，這將是北京對數位資產立場的一大轉折。據悉，國務院最快將於本月審議並可能批准一份推廣,https://m.cnyes.com/news/id/6119489
6119479,貿聯Q2單季首度賺1股本創新高 上半年EPS 18.95元,貿聯 Q2 單季首度賺 1 股本創新高 上半年 EPS18.95 元,https://m.cnyes.com/news/id/6119479
6119408,〈財報〉目標百貨盤前股價崩逾10% CEO明年交棒掩蓋Q2佳績,美國零售商目標百貨 (Target) 周三 (20 日) 美股盤前公布 2025 會計年度第二季 (截至 8/2) 財報並宣布領導層更迭，長期掌舵的執行長柯內爾 (Brian Cornell) 將於 2026 年 2 月 1 日卸任，由現任營運長菲德爾克(,https://m.cnyes.com/news/id/6119408
6119476,AI產品出貨熱 央行公布Q2國際收支帳創多個紀錄,AI 產品出貨熱 Q2 我國際收支帳創多個紀錄,https://m.cnyes.com/news/id/6119476
6119457,信立處分世紀民生3210張股票獲利2.46億元 仍持股5.35%,"信立 (4303-TW) 公告，處分世紀 *(5314-TW) 共 3,210 張普通股股票，每股平均價格 78.35 元，交易總金額約 2.51 億元，處分利益約 2.46 億元。",https://m.cnyes.com/news/id/6119457
6119441,外資今年第二大賣超626億元 提款台積電371億元 反向加碼4檔PCB股,台股今 (20) 日放量重挫 728 點，接連摜破十日線與月線，收在 23625 點，不僅三大法人同步賣超，外資更狂倒 626 億元，當中以台積電首當其衝，單一個股賣超金額高達 371 億元、張數達 3.2 萬張，也大幅調節指數型 E,https://m.cnyes.com/news/id/6119441
6119407,路透：美海軍對抗中國推無人艦隊 卻傳測試頻出包,《路透》周三 (20 日) 獨家報導，美國海軍打造自主無人艦艇艦隊的計畫，近期在加州測試中接連出現事故。一艘無人艇因軟體故障停擺，另一艘則意外撞上並翻越其甲板，最後墜回海中。事件被拍下的影片已被《路透》取得。這起未曾公開的意外,https://m.cnyes.com/news/id/6119407
6119445,〈2025自動化展〉台達電估工業自動化市況明年復甦 美國製造趨勢可望受惠,台達電估工業自動化市況明年復甦 美國製造趨勢可望受惠,https://m.cnyes.com/news/id/6119445
6119447,大陸內卷成傷 上海南僑7月首見虧損 南僑1-7月EPS 0.75元,南僑在上海轉投資的上海南僑食品 7 月出現達人民幣 797.57 萬元 (新台幣 4128 萬元虧損，爲上海南僑食品 2021 年 5 月完成在上海 A 股 IPO 以來首度出現單月虧損。,https://m.cnyes.com/news/id/6119447
6119405,0手續費吸客7.2倍！星展跨境匯款與簽帳金融卡雙引擎 優化全球支付體驗,隨著跨境交易需求日益升高，傳統支付模式面臨高額手續費、匯率波動、流程繁瑣、交易時間冗長等挑戰，已難滿足現代客戶對效率與成本的期待。為此，星展銀行（台灣）今（8/20）針對個人與企業客戶推出全方位創新跨境支付解決方案，以「,https://m.cnyes.com/news/id/6119405
6119442,〈裕隆集團展望〉裕融三大策略穩業績 拚擴張東南亞業務,裕融三大策略穩業績 拚擴張東南亞業務,https://m.cnyes.com/news/id/6119442
6119400,東洋多引擎助攻 上半年獲利6.75億元 EPS 2.72元,東洋 (4105-TW) 今 (20) 日召開法說會，上半年受惠 CDMO 及外銷、轉投資、癌症、重症醫療與醫療保健貢獻，帶動上半年營收達 29.7 億元創高，年增 12%，稅後純益 6.76 億元，年增 24.5%，每股純益 2.72 元。,https://m.cnyes.com/news/id/6119400
6119376,台玻、長興列入處置股 期交所：21日起保證金同步調高50%,繼金居之後，臺灣期貨交易所今 (20) 日宣布，因應台玻（1802-TW）與長興（1717-TW）於 8 月 19 日被列為處置有價證券，自明（21）日將調高其相關期貨商品—台玻期貨（KUF）與長興期貨（QOF）所有月份的保證金比例,https://m.cnyes.com/news/id/6119376
6119377,新光三越拓南部版圖 台南第三店29日試營運,新光三越拓南部版圖 台南第三店 29 日試營運,https://m.cnyes.com/news/id/6119377
6119277,長榮航樂看空運市況 「營業單位甚至嫌貨機不夠用」,長榮航樂看空運市況 「營業單位甚至嫌貨機不夠用」,https://m.cnyes.com/news/id/6119277
6119311,助攻先進製程！合庫統籌鈦昇科技12億聯貸案簽約 超額認參1.23倍,由合作金庫商業銀行統籌主辦之鈦昇科技 12 億元聯貸案，獲得金融同業熱烈支持及踴躍參貸下，最終以 1.23 倍超額認購完成募集，今 (20) 日於高雄舉行聯合授信簽約典禮儀式，由合庫銀行副總經理張國浩代表授信銀行團與鈦昇科技董事長王,https://m.cnyes.com/news/id/6119311
6119253,友達入股爆內線交易 凌華：強化合規管理鞏固市場信心,友達入股爆內線交易 凌華：透過合規管理鞏固市場信心,https://m.cnyes.com/news/id/6119253
6119012,加密貨幣行業也在傑克遜霍爾開年會！聯準會、SEC、川普之子皆出席,本週美國傑克森霍爾區塊鏈研討會吸引加密貨幣高層與聯準會官員及政策制定者參加，討論加密貨幣資產管理、穩定幣法規及美國金融體系的未來趨勢。,https://m.cnyes.com/news/id/6119012
6119276,聲寶物流園區B區動土 明年完工挹注租金收入,聲寶 (1604-TW) 積極推動資產開發與活化，繼上週 (11 日)「聲寶橘青春台南安平館」隆重開工後，今 (20 日) 隨即於桃園龜山舊廠舉辦「聲寶物流園區第一期 B 區」動土祈福典禮，展現集團多角化投資的強勁動能。聲寶集團總裁,https://m.cnyes.com/news/id/6119276
6119273,禾榮科預計9月上市 待2027治療場域落地力拚轉盈,禾榮科 (7799-TW) 將於明 (21) 日舉辦上市前業績發表會，預計 9 月由興櫃轉上市。禾榮科旗下加速器硼中子捕獲癌症治療 (AB-BNCT) 設備，已於去年取得醫材許可證，待未來治療場域落地後，力拚 2027 年開始獲利。 ,https://m.cnyes.com/news/id/6119273
6119255,〈2025自動化展〉華碩大秀機器手臂咖啡機 現已部署亞馬遜公司、日本及新加坡機場,華碩 (2357-TW) 智慧物聯網（ASUS IoT）於 2025 台北國際自動化工業大展中，以「AI 無所不在・智創工業新局」為主題，展示橫跨智慧製造、智慧城市及智慧零售等多元 AI 應用方案。華碩透過軟硬體整合能力，從,https://m.cnyes.com/news/id/6119255
6119250,證交所主辦PCB主題式業績發表 專家：三大應用興起 長期動能穩固,證交所於 8/18-8/19 與永豐金證券合作舉辦「印刷電路板 (PCB) 產業」主題式業績發表會，邀請臻鼎 - KY(4958-TW)、定穎投控 (3715-TW)、景碩 (3189-TW) 及易華電 (6552-TW) 共 4 家公司，,https://m.cnyes.com/news/id/6119250
6119314,台股跌破月線恐慌賣壓湧現！低估成長股展現抗跌契機：世紀鋼、昇陽半、新應材、台特化,,https://m.cnyes.com/news/id/6119314
6119217,廣運與德國 NEURA Robotics 簽署策略聯盟 跨足 AI 與人型機器人,2025 台灣機器人與智慧自動化大展今 (20) 日開展首日，即有跨國大廠結盟喜訊傳出，廣運 (6125-TW) 與德國機器人大廠 NEURA Robotics 正式締結策略聯盟，雙方簽署合作經銷協議。,https://m.cnyes.com/news/id/6119217
6119007,聯準會：銀行可放心服務加密貨幣與數位資產 無需擔憂監管處罰,聯準會副主席 Michelle Bowman 宣布，聯準會將改變數位資產與加密貨幣監管態度，移除銀行「聲譽風險」限制，鼓勵銀行支持合法加密貨幣公司，並提出四大核心監管原則，保障創新與消費者保護。,https://m.cnyes.com/news/id/6119007
6118958,陸金融監管升級！跨境匯款5千人民幣以上須實名制 資金出境將被全面監管,,https://m.cnyes.com/news/id/6118958
6119109,鉅亨投資雷達》怕美股泡沫？你還有新興市場債券可以選擇,,https://m.cnyes.com/news/id/6119109
6119247,暴跌700點是機會？還是命運？楠梓電⊕、智通、事欣科、聯發科、鴻海、聰泰、凌陽,,https://m.cnyes.com/news/id/6119247
6119067,〈2025自動化展〉上銀、大銀微合攻專用型AI機器人 方形晶圓移載系統驗證中,上銀科技 (2049-TW) 攜手大銀微系統 (4576-TW) 於 2025 年台灣機器人與智慧自動化展參展，今年共有四大亮點技術。上銀董事長卓文恒表示，與半導體客戶合作開發的方形晶圓移載機器人系統正在驗證中,https://m.cnyes.com/news/id/6119067
6119214,〈2025自動化展〉麗臺攜手iKala部署地端AI最快9月秀成果 已與政府機關合作導入AI語言模型,板卡廠麗臺 (2465-TW) 在台北國際自動化工業大展上，展示其在 AI 領域的三大核心應用，包含自動化 AI 視覺辨識、地端 AI Agent 智慧管理，以及數位孿生模擬訓練。麗臺結合自家開發的 AIDMS AI 開發管,https://m.cnyes.com/news/id/6119214
6119176,六福酒店式商辦上樑 問鼎松江南京商圈新樓王 明年Q2完工,六福酒店式商辦上樑 明年 Q2 完工 外商、科技業洽詢進駐,https://m.cnyes.com/news/id/6119176
6118866,美國科技股週二大跌！原因「是這個」,週二美股科技股遭遇數月來最大拋售，納斯達克綜合指數收盤下跌 1.4%。AI 投資回報疑慮與行業泡沫警告打擊市場樂觀情緒，明星科技股普遍下挫。,https://m.cnyes.com/news/id/6118866
6118964,谷歌SEO已過時？Profund獲紅杉鉅額注資 引爆GEO新浪潮,,https://m.cnyes.com/news/id/6118964
6118963,〈港股盤後〉美中貿易談判顯現樂觀情緒 恒指守住25000點 終止連四黑,,https://m.cnyes.com/news/id/6118963
6117894,巴隆：當前美股兩大致命弱點,市場專家警告，當前的美股漲勢雖強，但仍存在兩大潛在風險，可能成為引發拋售的導火線：AI 投資熱潮降溫與停滯性通膨壓力升高。,https://m.cnyes.com/news/id/6117894
6119105,鉅亨投資雷達》配息商品百百種，怎麼挑最聰明？,,https://m.cnyes.com/news/id/6119105
6119087,〈旺矽法說〉MEMS探針卡急擴產 明年初達200萬針 CPO測試進度佳,測試介面大廠旺矽 (6223-TW) 今 (20) 日召開法說會，董事長葛長林說，公司正積極擴充 MEMS 探針卡產能，月產能預計將於明年初提升至 200 萬針，並強調 MEMS 與 VPC 探針卡市場定位不同，兩者將並行發展,https://m.cnyes.com/news/id/6119087
6119069,〈台幣〉股匯雙殺 放量重挫1.88角至30.308元,〈台幣〉股匯雙殺 放量重挫 1.88 角至 30.308 元,https://m.cnyes.com/news/id/6119069
6118865,川普贈禮不公平？歐洲領袖收筆盒、普丁卻收到「這樣」大禮,美國總統川普 18 日在白宮接待多位歐洲領袖，贈送印有白宮印章的筆盒，與此前送給普丁的白頭鷹桌飾禮物形成對比，引發媒體熱議。,https://m.cnyes.com/news/id/6118865
6117957,〈陸股盤後〉美國財長稱美中經貿對話良好 滬指衝上今年來新高,中國股市三大指數周三（20 日）收盤同步走高，滬指、深成指衝上今年來新高，美國財政部長貝森特周二表示，美國與中國就經貿問題進行了「非常良好的對話」。,https://m.cnyes.com/news/id/6117957
6119060,〈外銷訂單〉連6紅！7月外銷訂單576.4億美元年增15.2% 2大利多看好下半年,經濟部今 (20) 日公布 7 月外銷訂單統計，7 月外銷訂單 576.4 億美元，較上月增加 8.7 億美元，月增 1.5%，與上年同月比較：外銷訂單增加 76.1 億美元，年增 15.2%，呈現連六紅。 累計 1-7 月與上年同期比較：1 至 7 月外,https://m.cnyes.com/news/id/6119060
6118957,傳入股零跑10%股權成戰略股東 中國一汽：相關部門尚不知情,,https://m.cnyes.com/news/id/6118957
6118889,〈2025自動化展〉上銀疊加關稅影響小 卓文恒：續加班去化訂單 全年營收拚再成長,上銀科技 (2049-TW) 攜手大銀微系統 (4576-TW) 於 2025 年台灣機器人與智慧自動化展 (TAIROS &amp; Automation Taipei) 參展，共同推出全系列智慧製造技術。上銀董事長卓文恒今 (20) 日,https://m.cnyes.com/news/id/6118889
6119011,〈房產〉全台上半年預售屋解約逾1300件  桃園及台中、高雄居前三大,"根據最新統計，2025 年上半年全台預售屋解約達 1,339 件，相當於 2024 全年 1851 件的 70%，在六都中又以台中市 231 件居冠，桃園市則是 219 件解約，高雄市 190 件，顯示過去的房價飆漲區域，面臨市場修正壓力。",https://m.cnyes.com/news/id/6119011
6118863,所羅門攜手輝達 推出可由自然語言驅動的人形機器人,所羅門 (2359-TW) 將輝達 (NVDA-US) Jetson Thor 與 NVIDIA 開源式視覺語言動作 (VLA) 模型 Isaac GR00T N1.5，以及開源式機器人模擬平台 NVIDIA Isaac Sim 進行整合，成,https://m.cnyes.com/news/id/6118863
6118864,俄烏戰爭背後真相：普丁蘇聯情結才是關鍵！川普被玩弄？,俄羅斯外長拉夫羅夫身穿蘇聯衛衣現身阿拉斯加，凸顯普丁對蘇聯情結的堅持。川普在峰會中外交受挫，烏克蘭戰爭持續，俄羅斯藉戰爭重塑歐洲安全格局。,https://m.cnyes.com/news/id/6118864
